"","diff","lwr","upr","padj","sign"
"S26-S9",-4.00505281091328,-10.056087523859,2.04598190203241,0.79659168406643,""
"S27-S9",-4.06786565773834,-10.118900370684,1.98316905520735,0.770037520417227,""
"S28-S9",-3.72962670220303,-9.78066141514873,2.32140801074266,0.892642854129588,""
"S29-S9",-4.06786565773833,-10.118900370684,1.98316905520736,0.770037520417232,""
"S30-S9",-3.48198185015446,-9.53301656310015,2.56905286279124,0.948615597265829,""
"unk-S9",-4.06786565773834,-10.118900370684,1.98316905520736,0.770037520417229,""
"S11-S10",1.65554074454622,-4.39549396839947,7.70657545749192,0.99999996460648,""
"S12-S10",0.816208208659463,-5.23482650428623,6.86724292160516,1,""
"S13-S10",1.26419584232779,-4.78683887061791,7.31523055527348,0.999999999966253,""
"S14-S10",0.521016270325558,-5.53001844262014,6.57205098327125,1,""
"S15-S10",-0.0438725060442202,-6.09490721898991,6.00716220690147,1,""
"S16-S10",2.11487229639696,-3.93616241654873,8.16590700934266,0.999989540188936,""
"S17-S10",0.954108325287397,-5.0969263876583,7.00514303823309,1,""
"S18-S10",1.8728241267563,-4.1782105861894,7.92385883970199,0.999999319437878,""
"S19-S10",0.49891487759464,-5.55211983535105,6.54994959054033,1,""
"S20-S10",0.747888324350682,-5.30314638859501,6.79892303729638,1,""
"S21-S10",0.461264972125965,-5.58976974081973,6.51229968507166,1,""
"S22-S10",-0.0438725060441336,-6.09490721898983,6.00716220690156,1,""
"S23-S10",-0.0438725060441167,-6.09490721898981,6.00716220690158,1,""
"S24-S10",0.296628945983723,-5.75440576696197,6.34766365892942,1,""
"S25-S10",0.0798216645968548,-5.97121304834884,6.13085637754255,1,""
"S26-S10",0.0189403407809339,-6.03209437216476,6.06997505372663,1,""
"S27-S10",-0.0438725060441238,-6.09490721898982,6.00716220690157,1,""
"S28-S10",0.294366449491182,-5.75666826345451,6.34540116243688,1,""
"S29-S10",-0.043872506044115,-6.09490721898981,6.00716220690158,1,""
"S30-S10",0.542011301539757,-5.50902341140594,6.59304601448545,1,""
"unk-S10",-0.0438725060441207,-6.09490721898981,6.00716220690157,1,""
"S12-S11",-0.839332535886761,-6.89036724883245,5.21170217705893,1,""
"S13-S11",-0.391344902218436,-6.44237961516413,5.65968981072726,1,""
"S14-S11",-1.13452447422067,-7.18555918716636,4.91651023872503,0.99999999999835,""
"S15-S11",-1.69941325059044,-7.75044796353614,4.35162146235525,0.999999932824831,""
"S16-S11",0.459331551850737,-5.59170316109496,6.51036626479643,1,""
"S17-S11",-0.701432419258827,-6.75246713220452,5.34960229368687,1,""
"S18-S11",0.217283382210073,-5.83375133073562,6.26831809515577,1,""
"S19-S11",-1.15662586695158,-7.20766057989728,4.89440884599411,0.999999999997044,""
"S20-S11",-0.907652420195542,-6.95868713314124,5.14338229275015,1,""
"S21-S11",-1.19427577242026,-7.24531048536595,4.85675894052543,0.99999999999284,""
"S22-S11",-1.69941325059036,-7.75044796353605,4.35162146235534,0.999999932824831,""
"S23-S11",-1.69941325059034,-7.75044796353603,4.35162146235535,0.999999932824831,""
"S24-S11",-1.3589117985625,-7.4099465115082,4.69212291438319,0.999999999770177,""
"S25-S11",-1.57571907994937,-7.62675379289506,4.47531563299632,0.999999989643976,""
"S26-S11",-1.63660040376529,-7.68763511671098,4.4144343091804,0.999999973358763,""
"S27-S11",-1.69941325059035,-7.75044796353604,4.35162146235535,0.999999932824831,""
"S28-S11",-1.36117429505504,-7.41220900800074,4.68986041789065,0.999999999759904,""
"S29-S11",-1.69941325059034,-7.75044796353603,4.35162146235536,0.999999932824831,""
"S30-S11",-1.11352944300647,-7.16456415595216,4.93750526993923,0.999999999999147,""
"unk-S11",-1.69941325059034,-7.75044796353604,4.35162146235535,0.999999932824831,""
"S13-S12",0.447987633668325,-5.60304707927737,6.49902234661402,1,""
"S14-S12",-0.295191938333905,-6.3462266512796,5.75584277461179,1,""
"S15-S12",-0.860080714703683,-6.91111542764938,5.19095399824201,1,""
"S16-S12",1.2986640877375,-4.7523706252082,7.34969880068319,0.999999999930738,""
"S17-S12",0.137900116627934,-5.91313459631776,6.18893482957363,1,""
"S18-S12",1.05661591809683,-4.99441879484886,7.10765063104253,1,""
"S19-S12",-0.317293331064823,-6.36832804401052,5.73374138188087,1,""
"S20-S12",-0.0683198843087807,-6.11935459725447,5.98271482863691,1,""
"S21-S12",-0.354943236533499,-6.40597794947919,5.6960914764122,1,""
"S22-S12",-0.860080714703597,-6.91111542764929,5.1909539982421,1,""
"S23-S12",-0.86008071470358,-6.91111542764927,5.19095399824211,1,""
"S24-S12",-0.519579262675741,-6.57061397562143,5.53145545026995,1,""
"S25-S12",-0.736386544062608,-6.7874212570083,5.31464816888309,1,""
"S26-S12",-0.797267867878529,-6.84830258082422,5.25376684506717,1,""
"S27-S12",-0.860080714703587,-6.91111542764928,5.19095399824211,1,""
"S28-S12",-0.521841759168281,-6.57287647211398,5.52919295377741,1,""
"S29-S12",-0.860080714703578,-6.91111542764927,5.19095399824212,1,""
"S30-S12",-0.274196907119706,-6.3252316200654,5.77683780582599,1,""
"unk-S12",-0.860080714703584,-6.91111542764928,5.19095399824211,1,""
"S14-S13",-0.74317957200223,-6.79421428494792,5.30785514094346,1,""
"S15-S13",-1.30806834837201,-7.3591030613177,4.74296636457369,0.999999999916098,""
"S16-S13",0.850676454069173,-5.20035825887652,6.90171116701487,1,""
"S17-S13",-0.310087517040391,-6.36112222998609,5.7409471959053,1,""
"S18-S13",0.608628284428509,-5.44240642851719,6.6596629973742,1,""
"S19-S13",-0.765280964733148,-6.81631567767884,5.28575374821255,1,""
"S20-S13",-0.516307517977106,-6.5673422309228,5.53472719496859,1,""
"S21-S13",-0.802930870201824,-6.85396558314752,5.24810384274387,1,""
"S22-S13",-1.30806834837192,-7.35910306131762,4.74296636457377,0.999999999916098,""
"S23-S13",-1.3080683483719,-7.3591030613176,4.74296636457379,0.999999999916098,""
"S24-S13",-0.967566896344066,-7.01860160928976,5.08346781660163,1,""
"S25-S13",-1.18437417773093,-7.23540889067663,4.86666053521476,0.999999999994295,""
"S26-S13",-1.24525550154685,-7.29629021449255,4.80577921139884,0.999999999977557,""
"S27-S13",-1.30806834837191,-7.35910306131761,4.74296636457378,0.999999999916098,""
"S28-S13",-0.969829392836606,-7.0208641057823,5.08120532010909,1,""
"S29-S13",-1.3080683483719,-7.3591030613176,4.74296636457379,0.999999999916098,""
"S30-S13",-0.722184540788031,-6.77321925373372,5.32885017215766,1,""
"unk-S13",-1.30806834837191,-7.3591030613176,4.74296636457379,0.999999999916098,""
"S15-S14",-0.564888776369778,-6.61592348931547,5.48614593657592,1,""
"S16-S14",1.5938560260714,-4.45717868687429,7.6448907390171,0.999999986205821,""
"S17-S14",0.433092054961839,-5.61794265798386,6.48412676790753,1,""
"S18-S14",1.35180785643074,-4.69922685651495,7.40284256937643,0.999999999799783,""
"S19-S14",-0.0221013927309177,-6.07313610567661,6.02893332021478,1,""
"S20-S14",0.226872054025125,-5.82416265892057,6.27790676697082,1,""
"S21-S14",-0.0597512981995934,-6.11078601114529,5.9912834147461,1,""
"S22-S14",-0.564888776369691,-6.61592348931539,5.486145936576,1,""
"S23-S14",-0.564888776369675,-6.61592348931537,5.48614593657602,1,""
"S24-S14",-0.224387324341835,-6.27542203728753,5.82664738860386,1,""
"S25-S14",-0.441194605728703,-6.4922293186744,5.60984010721699,1,""
"S26-S14",-0.502075929544624,-6.55311064249032,5.54895878340107,1,""
"S27-S14",-0.564888776369682,-6.61592348931538,5.48614593657601,1,""
"S28-S14",-0.226649820834376,-6.27768453378007,5.82438489211132,1,""
"S29-S14",-0.564888776369673,-6.61592348931537,5.48614593657602,1,""
"S30-S14",0.0209950312141993,-6.03003968173149,6.07202974415989,1,""
"unk-S14",-0.564888776369679,-6.61592348931537,5.48614593657602,1,""
"S16-S15",2.15874480244118,-3.89228991050451,8.20977951538688,0.999983739837345,""
"S17-S15",0.997980831331617,-5.05305388161408,7.04901554427731,1,""
"S18-S15",1.91669663280052,-4.13433808014518,7.96773134574621,0.999998837366734,""
"S19-S15",0.54278738363886,-5.50824732930683,6.59382209658455,1,""
"S20-S15",0.791760830394903,-5.25927388255079,6.8427955433406,1,""
"S21-S15",0.505137478170185,-5.54589723477551,6.55617219111588,1,""
"S22-S15",8.65973959207622e-14,-6.05103471294561,6.05103471294578,1,""
"S23-S15",1.03472785895065e-13,-6.05103471294559,6.0510347129458,1,""
"S24-S15",0.340501452027943,-5.71053326091775,6.39153616497364,1,""
"S25-S15",0.123694170641075,-5.92734054230462,6.17472888358677,1,""
