"","sig1","sig2","pval","padj","sign"
"221","S9","S18",0.0824141057151262,0.242923961407868,""
"222","S9","S19",0.0764038841714619,0.242923961407868,""
"223","S9","S20",0.22770400609951,0.401673399511548,""
"224","S9","S21",0.19442093188956,0.363026636308307,""
"225","S9","S22",0.326527022260616,0.433442949903476,""
"226","S9","S23",0.00868517033934524,0.050106751957761,""
"227","S9","S24",0.0939305984110418,0.242923961407868,""
"228","S9","S25",0.326527022260616,0.433442949903476,""
"229","S9","S26",NA,NA,NA
"230","S9","S27",0.326527022260616,0.433442949903476,""
"231","S9","S28",0.27860753772189,0.433442949903476,""
"232","S9","S29",0.168183000477355,0.336366000954715,""
"233","S9","S30",0.293720993213489,0.433442949903476,""
"234","S9","unknown",0.326527022260616,0.433442949903476,""
"235","S10","S11",0.00144315177642653,0.0115967553462846,"*"
"236","S10","S12",0.135723262550808,0.296482855086718,""
"237","S10","S13",0.233863179271168,0.401673399511548,""
"238","S10","S14",NA,NA,NA
"239","S10","S15",0.0837987749617639,0.242923961407868,""
"240","S10","S16",NA,NA,NA
"241","S10","S17",0.0900790910866844,0.242923961407868,""
"242","S10","S18",0.0824141057151262,0.242923961407868,""
"243","S10","S19",0.0764038841714619,0.242923961407868,""
"244","S10","S20",0.22770400609951,0.401673399511548,""
"245","S10","S21",0.19442093188956,0.363026636308307,""
"246","S10","S22",0.326527022260616,0.433442949903476,""
"247","S10","S23",0.00868517033934524,0.050106751957761,""
"248","S10","S24",0.0939305984110418,0.242923961407868,""
"249","S10","S25",0.326527022260616,0.433442949903476,""
"250","S10","S26",NA,NA,NA
"251","S10","S27",0.326527022260616,0.433442949903476,""
"252","S10","S28",0.27860753772189,0.433442949903476,""
"253","S10","S29",0.168183000477355,0.336366000954715,""
"254","S10","S30",0.293720993213489,0.433442949903476,""
"255","S10","unknown",0.326527022260616,0.433442949903476,""
"256","S11","S12",0.00310521254846993,0.0218335257314292,"*"
"257","S11","S13",0.0610364040935973,0.222848666663576,""
"258","S11","S14",0.00144315177642653,0.0115967553462846,"*"
"259","S11","S15",0.820829186082454,0.853055736113405,""
"260","S11","S16",0.00144315177642653,0.0115967553462846,"*"
"261","S11","S17",0.00907612680054969,0.0516994564588273,""
"262","S11","S18",0.00380061464367542,0.0259132816614233,"*"
"263","S11","S19",0.876694067642214,0.896618932815901,""
"264","S11","S20",0.126017722201276,0.291093883632078,""
"265","S11","S21",0.351008857600465,0.455301877818808,""
"266","S11","S22",0.0023183136026944,0.0171023134624997,"*"
"267","S11","S23",0.832028748163494,0.862702619063531,""
"268","S11","S24",0.0050107104110463,0.0336540251488184,"*"
"269","S11","S25",0.00181938461518117,0.0138766623191784,"*"
"270","S11","S26",0.00144315177642653,0.0115967553462846,"*"
"271","S11","S27",0.0023931983046269,0.0173699876948726,"*"
"272","S11","S28",0.0282638847040367,0.119988189781288,""
"273","S11","S29",0.0017461836755078,0.0135479767927329,"*"
"274","S11","S30",0.016826779385401,0.080553731100324,""
"275","S11","unknown",0.00144315177642653,0.0115967553462846,"*"
"276","S12","S13",0.385549671942585,0.488724936265249,""
"277","S12","S14",0.135723262550808,0.296482855086718,""
"278","S12","S15",0.114535996921772,0.275621382966832,""
"279","S12","S16",0.135723262550808,0.296482855086718,""
"280","S12","S17",0.383424818105533,0.48740442979517,""
"281","S12","S18",0.774000217098947,0.817605863132691,""
"282","S12","S19",0.104315292257877,0.253739900086728,""
"283","S12","S20",0.343685943292468,0.450899925602363,""
"284","S12","S21",0.266961425934942,0.433442949903476,""
"285","S12","S22",0.644335694106566,0.71183690144311,""
"286","S12","S23",0.0142953085962512,0.0709271521092805,""
"287","S12","S24",0.599080534241866,0.677792922570221,""
"288","S12","S25",0.34290285855043,0.450899925602363,""
"289","S12","S26",0.135723262550808,0.296482855086718,""
"290","S12","S27",0.680804197371464,0.740004562360287,""
"291","S12","S28",0.488517746926308,0.583111369010182,""
"292","S12","S29",0.285820642689834,0.433442949903476,""
"293","S12","S30",0.553857866784559,0.640709614532266,""
"294","S12","unknown",0.135723262550809,0.296482855086718,""
"295","S13","S14",0.233863179271168,0.401673399511548,""
"296","S13","S15",0.290908528060001,0.433442949903476,""
"297","S13","S16",0.233863179271168,0.401673399511548,""
"298","S13","S17",0.650961439785652,0.715587297039654,""
"299","S13","S18",0.434925641203723,0.531838419950204,""
"300","S13","S19",0.266921116078778,0.433442949903476,""
"301","S13","S20",0.848549850734377,0.873792752472471,""
"302","S13","S21",0.604954955690068,0.680574325151327,""
"303","S13","S22",0.320117664586712,0.433442949903476,""
"304","S13","S23",0.0831883423592652,0.242923961407868,""
"305","S13","S24",0.500462433189316,0.591097362034626,""
"306","S13","S25",0.274893176834613,0.433442949903476,""
"307","S13","S26",0.233863179271168,0.401673399511548,""
"308","S13","S27",0.326167296879759,0.433442949903476,""
"309","S13","S28",0.818820463500352,0.852937982812867,""
"310","S13","S29",0.267834226876277,0.433442949903476,""
"311","S13","S30",0.711431707950856,0.763890679058889,""
"312","S13","unknown",0.233863179271168,0.401673399511548,""
"313","S14","S15",0.0837987749617639,0.242923961407868,""
"314","S14","S16",NA,NA,NA
"315","S14","S17",0.0900790910866844,0.242923961407868,""
"316","S14","S18",0.0824141057151262,0.242923961407868,""
"317","S14","S19",0.0764038841714619,0.242923961407868,""
"318","S14","S20",0.22770400609951,0.401673399511548,""
"319","S14","S21",0.19442093188956,0.363026636308307,""
"320","S14","S22",0.326527022260616,0.433442949903476,""
"321","S14","S23",0.00868517033934524,0.050106751957761,""
"322","S14","S24",0.0939305984110418,0.242923961407868,""
"323","S14","S25",0.326527022260616,0.433442949903476,""
"324","S14","S26",NA,NA,NA
"325","S14","S27",0.326527022260616,0.433442949903476,""
"326","S14","S28",0.27860753772189,0.433442949903476,""
"327","S14","S29",0.168183000477355,0.336366000954715,""
"328","S14","S30",0.293720993213489,0.433442949903476,""
"329","S14","unknown",0.326527022260616,0.433442949903476,""
"330","S15","S16",0.0837987749617639,0.242923961407868,""
"331","S15","S17",0.169433939057689,0.337368462725488,""
"332","S15","S18",0.124359592643818,0.291093883632078,""
"333","S15","S19",0.955230791481129,0.961641736390398,""
"334","S15","S20",0.37770821608333,0.482865617151984,""
"335","S15","S21",0.597595674436697,0.677792922570221,""
"336","S15","S22",0.101380041793233,0.25198440607542,""
"337","S15","S23",0.712964633788297,0.763890679058889,""
"338","S15","S24",0.137476634170796,0.298485184440793,""
"339","S15","S25",0.0923500959408679,0.242923961407868,""
"340","S15","S26",0.0837987749617639,0.242923961407868,""
"341","S15","S27",0.102573013793895,0.25198440607542,""
"342","S15","S28",0.222524798235296,0.401673399511548,""
"343","S15","S29",0.0909541030128785,0.242923961407868,""
"344","S15","S30",0.18946367933961,0.363026636308307,""
"345","S15","unknown",0.0837987749617639,0.242923961407868,""
"346","S16","S17",0.0900790910866844,0.242923961407868,""
"347","S16","S18",0.0824141057151262,0.242923961407868,""
"348","S16","S19",0.0764038841714619,0.242923961407868,""
"349","S16","S20",0.22770400609951,0.401673399511548,""
"350","S16","S21",0.19442093188956,0.363026636308307,""
"351","S16","S22",0.326527022260616,0.433442949903476,""
"352","S16","S23",0.00868517033934524,0.050106751957761,""
"353","S16","S24",0.0939305984110418,0.242923961407868,""
"354","S16","S25",0.326527022260616,0.433442949903476,""
"355","S16","S26",NA,NA,NA
"356","S16","S27",0.326527022260616,0.433442949903476,""
"357","S16","S28",0.27860753772189,0.433442949903476,""
"358","S16","S29",0.168183000477355,0.336366000954715,""
"359","S16","S30",0.293720993213489,0.433442949903476,""
"360","S16","unknown",0.326527022260616,0.433442949903476,""
"361","S17","S18",0.501873879136144,0.591212684846243,""
"362","S17","S19",0.154348181485121,0.321558711427335,""
"363","S17","S20",0.543558893229028,0.630416242147068,""
"364","S17","S21",0.389042084491353,0.489019379947232,""
"365","S17","S22",0.243986310009787,0.414316375488318,""
"366","S17","S23",0.0277345645361978,0.118862419440848,""
"367","S17","S24",0.669678851736245,0.733225020149173,""
"368","S17","S25",0.149742314380288,0.316357002211876,""
"369","S17","S26",0.0900790910866844,0.242923961407868,""
"370","S17","S27",0.258279802273387,0.432066583728715,""
"371","S17","S28",0.835226846886919,0.86402777264164,""
"372","S17","S29",0.135410087127019,0.296482855086718,""
"373","S17","S30",0.964402445940218,0.966550335574828,""
"374","S17","unknown",0.0900790910866846,0.242923961407868,""
"375","S18","S19",0.113245700530894,0.273981533542486,""
"376","S18","S20",0.380774971568977,0.485407187552521,""
"377","S18","S21",0.289700509060668,0.433442949903476,""
"378","S18","S22",0.46084972300667,0.554498329820859,""
"379","S18","S23",0.016308120245782,0.0789102592537837,""
"380","S18","S24",0.784889079082858,0.825233844830108,""
"381","S18","S25",0.217722816299092,0.396661001354621,""
"382","S18","S26",0.0824141057151262,0.242923961407868,""
"383","S18","S27",0.494205910093306,0.587711208968747,""
"384","S18","S28",0.556207734264082,0.641778154920095,""
"385","S18","S29",0.176937983879264,0.34618301193769,""
"386","S18","S30",0.637417809097235,0.708242010108039,""
"387","S18","unknown",0.0824141057151267,0.242923961407868,""
"388","S19","S20",0.348673700853295,0.45479178372169,""
"389","S19","S21",0.559925985423045,0.644416095755423,""
"390","S19","S22",0.0923641543381133,0.242923961407868,""
"391","S19","S23",0.76255167335401,0.80740765413954,""
"392","S19","S24",0.125187328064319,0.291093883632078,""
"393","S19","S25",0.0841643096046968,0.242923961407868,""
"394","S19","S26",0.0764038841714619,0.242923961407868,""
"395","S19","S27",0.0934479745189369,0.242923961407868,""
"396","S19","S28",0.203393902776721,0.378211802683986,""
"397","S19","S29",0.0828969843699858,0.242923961407868,""
"398","S19","S30",0.172882522349862,0.342718656640696,""
"399","S19","unknown",0.0764038841714619,0.242923961407868,""
"400","S20","S21",0.733336813623838,0.781994232537268,""
"401","S20","S22",0.294002181866956,0.433442949903476,""
"402","S20","S23",0.137966485252633,0.298485184440793,""
"403","S20","S24",0.429641649796922,0.528247930078183,""
"404","S20","S25",0.259699202866337,0.432832004777229,""
"405","S20","S26",0.22770400609951,0.401673399511548,""
"406","S20","S27",0.29854430024515,0.433442949903476,""
"407","S20","S28",0.686428068509915,0.744319592360149,""
"408","S20","S29",0.254361233511703,0.427099086120397,""
"409","S20","S30",0.595559773177597,0.677792922570221,""
"410","S20","unknown",0.22770400609951,0.401673399511548,""
"411","S21","S22",0.236116830525655,0.404002181507774,""
"412","S21","S23",0.317518882362852,0.433442949903476,""
"413","S21","S24",0.319322292279883,0.433442949903476,""
"414","S21","S25",0.214840748583531,0.393001369360117,""
"415","S21","S26",0.19442093188956,0.363026636308307,""
"416","S21","S27",0.238902546302948,0.407220249380024,""
"417","S21","S28",0.486095877060096,0.58176368265171,""
"418","S21","S29",0.211541004552667,0.390137098560247,""
"419","S21","S30",0.424044150612572,0.525674566875089,""
"420","S21","unknown",0.19442093188956,0.363026636308307,""
"421","S22","S23",0.0117908741158791,0.0647060164895806,""
"422","S22","S24",0.36319454357448,0.46602137234525,""
"423","S22","S25",0.674100297002687,0.736274596240799,""
"424","S22","S26",0.326527022260616,0.433442949903476,""
"425","S22","S27",0.96803247925803,0.96803247925803,""
"426","S22","S28",0.398177217210823,0.499107932436964,""
"427","S22","S29",0.602834467283286,0.679888496936037,""
"428","S22","S30",0.4419197031717,0.537469909262878,""
"429","S22","unknown",0.326527022260617,0.433442949903476,""
"430","S23","S24",0.0193292936149462,0.0880209246913657,""
"431","S23","S25",0.0101178376492157,0.0562102091623092,""
"432","S23","S26",0.00868517033934524,0.050106751957761,""
"433","S23","S27",0.0120244455310275,0.0651927769754502,""
"434","S23","S28",0.0504132503741476,0.202553238110414,""
"435","S23","S29",0.00986303410350686,0.0554795668322261,""
"436","S23","S30",0.0369894033542787,0.151320286449322,""
"437","S23","unknown",0.00868517033934525,0.050106751957761,""
"438","S24","S25",0.193479133367053,0.363026636308307,""
"439","S24","S26",0.0939305984110418,0.242923961407868,""
"440","S24","S27",0.387957767728751,0.489019379947232,""
"441","S24","S28",0.643842482326337,0.71183690144311,""
"442","S24","S29",0.166625351142858,0.336366000954715,""
"443","S24","S30",0.743379515014821,0.790829271292363,""
"444","S24","unknown",0.0939305984110421,0.242923961407868,""
"445","S25","S26",0.326527022260616,0.433442949903476,""
"446","S25","S27",0.651979537302796,0.715587297039654,""
"447","S25","S28",0.335302272401094,0.442481004634874,""
"448","S25","S29",0.904844253936835,0.917478312927007,""
"449","S25","S30",0.363496670429295,0.46602137234525,""
"450","S25","unknown",0.326527022260618,0.433442949903476,""
"451","S26","S27",0.326527022260616,0.433442949903476,""
"452","S26","S28",0.27860753772189,0.433442949903476,""
"453","S26","S29",0.168183000477355,0.336366000954715,""
"454","S26","S30",0.293720993213489,0.433442949903476,""
"455","S26","unknown",0.326527022260616,0.433442949903476,""
"456","S27","S28",0.406562008185491,0.508202510231863,""
"457","S27","S29",0.584899323058974,0.671287532422152,""
"458","S27","S30",0.452375642666728,0.547045046351618,""
"459","S27","unknown",0.326527022260617,0.433442949903476,""
"460","S28","S29",0.325421805747542,0.433442949903476,""
"461","S28","S30",0.886185917071231,0.904271343950235,""
"462","S28","unknown",0.27860753772189,0.433442949903476,""
"463","S29","S30",0.351088336895836,0.455301877818808,""
"464","S29","unknown",0.168183000477358,0.336366000954715,""
"465","S30","unknown",0.293720993213489,0.433442949903476,""
