"","diff","lwr","upr","padj","sign"
"S22-S15",-0.0228711974188922,-3.95287437443531,3.90713197959753,1,""
"S23-S15",-0.0228711974188789,-3.9528743744353,3.90713197959754,1,""
"S24-S15",0.140841298962467,-3.78916187805395,4.07084447597889,1,""
"S25-S15",0.415036333017813,-3.51496684399861,4.34503951003423,1,""
"S26-S15",0.00711612459980104,-3.92288705241662,3.93711930161622,1,""
"S27-S15",-0.0228711974189202,-3.95287437443534,3.9071319795975,1,""
"S28-S15",0.190454627734858,-3.73954854928156,4.12045780475128,1,""
"S29-S15",-0.0228711974189748,-3.9528743744354,3.90713197959745,1,""
"S30-S15",0.439938990262396,-3.49006418675403,4.36994216727882,1,""
"unk-S15",-0.0228711974189588,-3.95287437443538,3.90713197959746,1,""
"S17-S16",-1.78302335502771,-5.71302653204413,2.14697982198871,0.998384460930573,""
"S18-S16",-1.10147569585073,-5.03147887286715,2.82852748116569,0.999999940598064,""
"S19-S16",-1.95457499020086,-5.88457816721728,1.97542818681557,0.992885314437,""
"S20-S16",-1.88860271813574,-5.81860589515216,2.04140045888068,0.995823428597665,""
"S21-S16",-1.90985682878684,-5.83986000580326,2.02014634822958,0.995017262863411,""
"S22-S16",-2.33833718685057,-6.26834036386699,1.59166599016585,0.926674122863451,""
"S23-S16",-2.33833718685056,-6.26834036386698,1.59166599016587,0.926674122863456,""
"S24-S16",-2.17462469046921,-6.10462786748563,1.75537848654721,0.968687832193295,""
"S25-S16",-1.90042965641386,-5.83043283343029,2.02957352060256,0.995389750250078,""
"S26-S16",-2.30834986483188,-6.2383530418483,1.62165331218455,0.936363757028035,""
"S27-S16",-2.3383371868506,-6.26834036386702,1.59166599016582,0.926674122863442,""
"S28-S16",-2.12501136169682,-6.05501453871324,1.8049918153196,0.976749540752688,""
"S29-S16",-2.33833718685065,-6.26834036386707,1.59166599016577,0.926674122863423,""
"S30-S16",-1.87552699916928,-5.8055301761857,2.05447617784714,0.996262028528185,""
"unk-S16",-2.33833718685064,-6.26834036386706,1.59166599016579,0.926674122863429,""
"S18-S17",0.681547659176979,-3.24845551783944,4.6115508361934,1,""
"S19-S17",-0.171551635173148,-4.10155481218957,3.75845154184327,1,""
"S20-S17",-0.105579363108035,-4.03558254012446,3.82442381390839,1,""
"S21-S17",-0.126833473759133,-4.05683665077555,3.80316970325729,1,""
"S22-S17",-0.555313831822862,-4.48531700883928,3.37468934519356,1,""
"S23-S17",-0.555313831822849,-4.48531700883927,3.37468934519357,1,""
"S24-S17",-0.391601335441503,-4.32160451245792,3.53840184157492,1,""
"S25-S17",-0.117406301386157,-4.04740947840258,3.81259687563026,1,""
"S26-S17",-0.525326509804169,-4.45532968682059,3.40467666721225,1,""
"S27-S17",-0.55531383182289,-4.48531700883931,3.37468934519353,1,""
"S28-S17",-0.341988006669112,-4.27199118368553,3.58801517034731,1,""
"S29-S17",-0.555313831822945,-4.48531700883937,3.37468934519348,1,""
"S30-S17",-0.0925036441415741,-4.02250682115799,3.83749953287485,1,""
"unk-S17",-0.555313831822929,-4.48531700883935,3.37468934519349,1,""
"S19-S18",-0.853099294350127,-4.78310247136655,3.07690388266629,0.999999999913933,""
"S20-S18",-0.787127022285014,-4.71713019930144,3.14287615473141,0.999999999990231,""
"S21-S18",-0.808381132936112,-4.73838430995253,3.12162204408031,0.999999999979684,""
"S22-S18",-1.23686149099984,-5.16686466801626,2.69314168601658,0.999999061846908,""
"S23-S18",-1.23686149099983,-5.16686466801625,2.69314168601659,0.999999061846908,""
"S24-S18",-1.07314899461848,-5.0031521716349,2.85685418239794,0.999999968684362,""
"S25-S18",-0.798953960563136,-4.72895713757956,3.13104921645328,0.999999999985286,""
"S26-S18",-1.20687416898115,-5.13687734599757,2.72312900803527,0.999999470144122,""
"S27-S18",-1.23686149099987,-5.16686466801629,2.69314168601655,0.999999061846908,""
"S28-S18",-1.02353566584609,-4.95353884286251,2.90646751117033,0.999999990377626,""
"S29-S18",-1.23686149099992,-5.16686466801634,2.6931416860165,0.999999061846908,""
"S30-S18",-0.774051303318553,-4.70405448033497,3.15595187369787,0.999999999993807,""
"unk-S18",-1.23686149099991,-5.16686466801633,2.69314168601651,0.999999061846908,""
"S20-S19",0.0659722720651126,-3.86403090495131,3.99597544908153,1,""
"S21-S19",0.0447181614140151,-3.88528501560241,3.97472133843044,1,""
"S22-S19",-0.383762196649714,-4.31376537366614,3.54624098036671,1,""
"S23-S19",-0.383762196649701,-4.31376537366612,3.54624098036672,1,""
"S24-S19",-0.220049700268355,-4.15005287728478,3.70995347674807,1,""
"S25-S19",0.0541453337869906,-3.87585784322943,3.98414851080341,1,""
"S26-S19",-0.353774874631021,-4.28377805164744,3.5762283023854,1,""
"S27-S19",-0.383762196649742,-4.31376537366616,3.54624098036668,1,""
"S28-S19",-0.170436371495964,-4.10043954851239,3.75956680552046,1,""
"S29-S19",-0.383762196649797,-4.31376537366622,3.54624098036662,1,""
"S30-S19",0.0790479910315738,-3.85095518598485,4.00905116804799,1,""
"unk-S19",-0.383762196649781,-4.3137653736662,3.54624098036664,1,""
"S21-S20",-0.0212541106510975,-3.95125728766752,3.90874906636532,1,""
"S22-S20",-0.449734468714827,-4.37973764573125,3.48026870830159,1,""
"S23-S20",-0.449734468714813,-4.37973764573123,3.48026870830161,1,""
"S24-S20",-0.286021972333467,-4.21602514934989,3.64398120468295,1,""
"S25-S20",-0.011826938278122,-3.94183011529454,3.9181762387383,1,""
"S26-S20",-0.419747146696134,-4.34975032371255,3.51025603032029,1,""
"S27-S20",-0.449734468714855,-4.37973764573128,3.48026870830157,1,""
"S28-S20",-0.236408643561077,-4.1664118205775,3.69359453345534,1,""
"S29-S20",-0.449734468714909,-4.37973764573133,3.48026870830151,1,""
"S30-S20",0.0130757189664612,-3.91692745804996,3.94307889598288,1,""
"unk-S20",-0.449734468714893,-4.37973764573131,3.48026870830153,1,""
"S22-S21",-0.428480358063729,-4.35848353508015,3.50152281895269,1,""
"S23-S21",-0.428480358063716,-4.35848353508014,3.50152281895271,1,""
"S24-S21",-0.26476786168237,-4.19477103869879,3.66523531533405,1,""
"S25-S21",0.00942717237297552,-3.92057600464345,3.9394303493894,1,""
"S26-S21",-0.398493036045036,-4.32849621306146,3.53151014097139,1,""
"S27-S21",-0.428480358063757,-4.35848353508018,3.50152281895266,1,""
"S28-S21",-0.215154532909979,-4.1451577099264,3.71484864410644,1,""
"S29-S21",-0.428480358063812,-4.35848353508023,3.50152281895261,1,""
"S30-S21",0.0343298296175587,-3.89567334739886,3.96433300663398,1,""
"unk-S21",-0.428480358063796,-4.35848353508022,3.50152281895263,1,""
"S23-S22",1.33226762955019e-14,-3.93000317701641,3.93000317701643,1,""
"S24-S22",0.163712496381359,-3.76629068063506,4.09371567339778,1,""
"S25-S22",0.437907530436705,-3.49209564657972,4.36791070745313,1,""
"S26-S22",0.0299873220186933,-3.90001585499773,3.95999049903511,1,""
"S27-S22",-2.79776202205539e-14,-3.93000317701645,3.93000317701639,1,""
"S28-S22",0.21332582515375,-3.71667735186267,4.14332900217017,1,""
"S29-S22",-8.26005930321116e-14,-3.9300031770165,3.93000317701634,1,""
"S30-S22",0.462810187681288,-3.46719298933513,4.39281336469771,1,""
"unk-S22",-6.66133814775094e-14,-3.93000317701649,3.93000317701635,1,""
"S24-S23",0.163712496381346,-3.76629068063508,4.09371567339777,1,""
"S25-S23",0.437907530436692,-3.49209564657973,4.36791070745311,1,""
"S26-S23",0.0299873220186799,-3.90001585499774,3.9599904990351,1,""
"S27-S23",-4.13002965160558e-14,-3.93000317701646,3.93000317701638,1,""
"S28-S23",0.213325825153737,-3.71667735186268,4.14332900217016,1,""
"S29-S23",-9.59232693276135e-14,-3.93000317701652,3.93000317701633,1,""
"S30-S23",0.462810187681275,-3.46719298933515,4.3928133646977,1,""
"unk-S23",-7.99360577730113e-14,-3.9300031770165,3.93000317701634,1,""
"S25-S24",0.274195034055345,-3.65580814296108,4.20419821107177,1,""
"S26-S24",-0.133725174362666,-4.06372835137909,3.79627800265376,1,""
"S27-S24",-0.163712496381387,-4.09371567339781,3.76629068063503,1,""
"S28-S24",0.0496133287723906,-3.88038984824403,3.97961650578881,1,""
"S29-S24",-0.163712496381442,-4.09371567339786,3.76629068063498,1,""
"S30-S24",0.299097691299929,-3.63090548571649,4.22910086831635,1,""
"unk-S24",-0.163712496381426,-4.09371567339785,3.766290680635,1,""
"S26-S25",-0.407920208418012,-4.33792338543443,3.52208296859841,1,""
"S27-S25",-0.437907530436733,-4.36791070745315,3.49209564657969,1,""
"S28-S25",-0.224581705282955,-4.15458488229938,3.70542147173347,1,""
"S29-S25",-0.437907530436787,-4.36791070745321,3.49209564657963,1,""
"S30-S25",0.0249026572445832,-3.90510051977184,3.954905834261,1,""
"unk-S25",-0.437907530436771,-4.36791070745319,3.49209564657965,1,""
"S27-S26",-0.0299873220187212,-3.95999049903514,3.9000158549977,1,""
"S28-S26",0.183338503135057,-3.74666467388136,4.11334168015148,1,""
"S29-S26",-0.0299873220187759,-3.9599904990352,3.90001585499765,1,""
"S30-S26",0.432822865662595,-3.49718031135383,4.36282604267902,1,""
"unk-S26",-0.0299873220187599,-3.95999049903518,3.90001585499766,1,""
"S28-S27",0.213325825153778,-3.71667735186264,4.1433290021702,1,""
"S29-S27",-5.46229728115577e-14,-3.93000317701648,3.93000317701637,1,""
"S30-S27",0.462810187681316,-3.46719298933511,4.39281336469774,1,""
"unk-S27",-3.86357612569554e-14,-3.93000317701646,3.93000317701638,1,""
"S29-S28",-0.213325825153833,-4.14332900217025,3.71667735186259,1,""
"S30-S28",0.249484362527538,-3.68051881448888,4.17948753954396,1,""
"unk-S28",-0.213325825153817,-4.14332900217024,3.7166773518626,1,""
"S30-S29",0.462810187681371,-3.46719298933505,4.39281336469779,1,""
"unk-S29",1.59872115546023e-14,-3.93000317701641,3.93000317701644,1,""
"unk-S30",-0.462810187681355,-4.39281336469778,3.46719298933507,1,""
