"","sig1","sig2","pval","padj","sign"
"222","S9","S19",0.0273454919394371,0.10012325788849,""
"223","S9","S20",0.309374351933704,0.490429076405422,""
"224","S9","S21",0.104137671565831,0.274761007894767,""
"225","S9","S22",0.525701487470978,0.678343505282394,""
"226","S9","S23",0.00126824016680495,0.00702061520909884,"*"
"227","S9","S24",0.769311170570623,0.861999263410457,""
"228","S9","S25",0.244253339345968,0.439583776489088,""
"229","S9","S26",0.337872611511296,0.509341369475033,""
"230","S9","S27",0.197624140996914,0.384498851730397,""
"231","S9","S28",0.794719074004071,0.877009354250715,""
"232","S9","S29",0.789482845184413,0.877009354250715,""
"233","S9","S30",0.443653632606681,0.603213272403821,""
"234","S9","unknown",0.149950892594536,0.3318495757851,""
"235","S10","S11",0.000100394131694756,0.000804883986863132,"*"
"236","S10","S12",0.857363919568965,0.912297992218693,""
"237","S10","S13",0.682749427134474,0.791249922324746,""
"238","S10","S14",0.249570144071224,0.439583776489088,""
"239","S10","S15",0.533395098961083,0.683940133159853,""
"240","S10","S16",0.974058136339547,0.991109482271093,""
"241","S10","S17",0.910866933817903,0.949670682119563,""
"242","S10","S18",0.255144921476092,0.4460240168661,""
"243","S10","S19",0.101697648809791,0.273349171656376,""
"244","S10","S20",0.216992738319948,0.410169200482828,""
"245","S10","S21",0.289539341276371,0.477855413257169,""
"246","S10","S22",0.887459429617081,0.931531906934408,""
"247","S10","S23",0.0146346152238535,0.0630101488804805,""
"248","S10","S24",0.511556392105497,0.664451738349319,""
"249","S10","S25",0.817638123936902,0.887237020893437,""
"250","S10","S26",0.822352884337852,0.887237020893437,""
"251","S10","S27",0.187058001028432,0.375540325907971,""
"252","S10","S28",0.478751607018564,0.638874160615463,""
"253","S10","S29",0.324914594578434,0.498631308511459,""
"254","S10","S30",0.996555689972495,0.996555689972495,""
"255","S10","unknown",0.172098414628855,0.360746851570768,""
"256","S11","S12",6.39318702124754e-05,0.000600206488515839,"*"
"257","S11","S13",3.9666982741248e-05,0.000439170166063817,"*"
"258","S11","S14",1.39136415641499e-05,0.000188088929674054,"*"
"259","S11","S15",2.76970300290683e-05,0.000321977974087919,"*"
"260","S11","S16",0.000131735942845716,0.000942418668050122,"*"
"261","S11","S17",0.000225994515115072,0.00145954791011817,"*"
"262","S11","S18",1.4157231265789e-05,0.000188088929674054,"*"
"263","S11","S19",0.0142880826368221,0.0626788530766254,""
"264","S11","S20",1.25919083400705e-05,0.000177431435700993,"*"
"265","S11","S21",0.00393643194625685,0.0186779679082596,"*"
"266","S11","S22",8.55786152885991e-05,0.000736926964985159,"*"
"267","S11","S23",0.0221879606214429,0.085267782553479,""
"268","S11","S24",2.69514170112462e-05,0.000321343818211012,"*"
"269","S11","S25",4.66173443552433e-05,0.000504117793609026,"*"
"270","S11","S26",5.0220343547168e-05,0.000530737721578026,"*"
"271","S11","S27",1.13380173779228e-05,0.000164755565022941,"*"
"272","S11","S28",2.4763055589313e-05,0.000303021601290278,"*"
"273","S11","S29",1.71475051828782e-05,0.000221488608612177,"*"
"274","S11","S30",0.000122934389306662,0.000922007919799967,"*"
"275","S11","unknown",1.07082104728387e-05,0.00016062315709258,"*"
"276","S12","S13",0.812395677505242,0.886769929671215,""
"277","S12","S14",0.274242528048471,0.467116393928715,""
"278","S12","S15",0.637169105373258,0.761654586114563,""
"279","S12","S16",0.842920298326618,0.901052732693971,""
"280","S12","S17",0.794637405929544,0.877009354250715,""
"281","S12","S18",0.281114384152538,0.470209311622051,""
"282","S12","S19",0.0740205023412595,0.227943931050898,""
"283","S12","S20",0.231926565007375,0.426268192602488,""
"284","S12","S21",0.228952194993066,0.425851082687104,""
"285","S12","S22",0.983350828723221,0.991197552828949,""
"286","S12","S23",0.00798048257633008,0.0363816117450342,"*"
"287","S12","S24",0.608184752481053,0.738241806490596,""
"288","S12","S25",0.983589403786927,0.991197552828949,""
"289","S12","S26",0.979151915923785,0.991197552828949,""
"290","S12","S27",0.194649373930469,0.383695126099317,""
"291","S12","S28",0.568254069224718,0.704106850732283,""
"292","S12","S29",0.371173105022127,0.537966928424291,""
"293","S12","S30",0.865504056774979,0.918857046576177,""
"294","S12","unknown",0.176279307503251,0.365016897493466,""
"295","S13","S14",0.292954723830518,0.478771428530197,""
"296","S13","S15",0.79746234005829,0.877009354250715,""
"297","S13","S16",0.687451545417629,0.791249922324746,""
"298","S13","S17",0.662515394115784,0.779923185478075,""
"299","S13","S18",0.301754500662856,0.485521947433316,""
"300","S13","S19",0.0508686780439959,0.170172196334231,""
"301","S13","S20",0.231820566895051,0.426268192602488,""
"302","S13","S21",0.172227529137012,0.360746851570768,""
"303","S13","S22",0.822363776354993,0.887237020893437,""
"304","S13","S23",0.0038686719299104,0.0185456953341066,"*"
"305","S13","S24",0.754027360710181,0.853096648978672,""
"306","S13","S25",0.769278280033269,0.861999263410457,""
"307","S13","S26",0.797795606124844,0.877009354250715,""
"308","S13","S27",0.183004677761737,0.372104372082339,""
"309","S13","S28",0.704704962538152,0.807112826552317,""
"310","S13","S29",0.430166882088511,0.59005191790902,""
"311","S13","S30",0.708935536570005,0.809963205172119,""
"312","S13","unknown",0.159770515610074,0.343848411661307,""
"313","S14","S15",0.289796186104347,0.477855413257169,""
"314","S14","S16",0.300001424088205,0.484936246949732,""
"315","S14","S17",0.338465555199538,0.509341369475033,""
"316","S14","S18",0.949938122534924,0.975102046310684,""
"317","S14","S19",0.0191032670855235,0.0759232409809266,""
"318","S14","S20",0.753553537807548,0.853096648978672,""
"319","S14","S21",0.0764824789715222,0.230026044445971,""
"320","S14","S22",0.368069765400203,0.536528027934466,""
"321","S14","S23",0.00070817162909475,0.00416835199403872,"*"
"322","S14","S24",0.411399346386691,0.571046853939735,""
"323","S14","S25",0.0682787734042703,0.215983875054325,""
"324","S14","S26",0.145875420795114,0.330412791484331,""
"325","S14","S27",0.458647980313953,0.616391071809215,""
"326","S14","S28",0.386109822288174,0.545717529981766,""
"327","S14","S29",0.612561567099921,0.73974225872343,""
"328","S14","S30",0.31124758523585,0.490429076405422,""
"329","S14","unknown",0.322542049878999,0.498279246490856,""
"330","S15","S16",0.557876176942489,0.69547566294439,""
"331","S15","S17",0.556136889013616,0.69547566294439,""
"332","S15","S18",0.300347611014028,0.484936246949732,""
"333","S15","S19",0.0371786110622407,0.129015329432402,""
"334","S15","S20",0.195591277149182,0.383695126099317,""
"335","S15","S21",0.134697215029101,0.31317102494266,""
"336","S15","S22",0.67984817074703,0.791249922324746,""
"337","S15","S23",0.00212929027212589,0.0109145408373711,"*"
"338","S15","S24",0.93132617215194,0.960236518959317,""
"339","S15","S25",0.500592303668846,0.65386354271352,""
"340","S15","S26",0.569342313710405,0.704106850732283,""
"341","S15","S27",0.134669089382403,0.31317102494266,""
"342","S15","S28",0.877993708808209,0.925775679355594,""
"343","S15","S29",0.49355150173285,0.648348195014334,""
"344","S15","S30",0.577240819828414,0.709654802277423,""
"345","S15","unknown",0.108056128580715,0.282281459494565,""
"346","S16","S17",0.937323581859814,0.964282003461977,""
"347","S16","S18",0.305727478291686,0.488626277480626,""
"348","S16","S19",0.117809721720272,0.29611632756717,""
"349","S16","S20",0.269274868190033,0.462887559793799,""
"350","S16","S21",0.317303343862448,0.493465066541934,""
"351","S16","S22",0.870808046416127,0.922382099279041,""
"352","S16","S23",0.0205759326569872,0.0804017536596559,""
"353","S16","S24",0.536399841041259,0.68402645394052,""
"354","S16","S25",0.808469307001374,0.88664676357462,""
"355","S16","S26",0.812041101379501,0.886769929671215,""
"356","S16","S27",0.238987091721491,0.435799990786249,""
"357","S16","S28",0.508689039536465,0.662578160740774,""
"358","S16","S29",0.371370718331608,0.537966928424291,""
"359","S16","S30",0.978875992581874,0.991197552828949,""
"360","S16","unknown",0.223554256529825,0.417480840507505,""
"361","S17","S18",0.343783526795697,0.512369679358972,""
"362","S17","S19",0.154390427060555,0.338639380109237,""
"363","S17","S20",0.311911852863994,0.490429076405422,""
"364","S17","S21",0.377517981947859,0.54014111263309,""
"365","S17","S22",0.821011808523301,0.887237020893437,""
"366","S17","S23",0.036302497153494,0.12692226448402,""
"367","S17","S24",0.536923990727505,0.68402645394052,""
"368","S17","S25",0.763841270299799,0.861999263410457,""
"369","S17","S26",0.767137566058821,0.861999263410457,""
"370","S17","S27",0.284144536707172,0.473574227845287,""
"371","S17","S28",0.514824902714827,0.666834484017812,""
"372","S17","S29",0.400602337165772,0.559399660006259,""
"373","S17","S30",0.918132473245683,0.953204301946581,""
"374","S17","unknown",0.269768878933591,0.462887559793799,""
"375","S18","S19",0.0194322964038722,0.0765764222694966,""
"376","S18","S20",0.673978507158466,0.787437200574589,""
"377","S18","S21",0.0776860757985785,0.230026044445971,""
"378","S18","S22",0.375304561483625,0.540089598763238,""
"379","S18","S23",0.000724705797183516,0.00421235244612919,"*"
"380","S18","S24",0.425021950631576,0.586454620307664,""
"381","S18","S25",0.0704232152554159,0.219777148280325,""
"382","S18","S26",0.150581205356249,0.3318495757851,""
"383","S18","S27",0.376320494622127,0.540089598763238,""
"384","S18","S28",0.400160151223568,0.559399660006259,""
"385","S18","S29",0.641055589405116,0.764335510444561,""
"386","S18","S30",0.317201628330834,0.493465066541934,""
"387","S18","unknown",0.247265919964101,0.439583776489088,""
"388","S19","S20",0.0172427734619798,0.0715883005341125,""
"389","S19","S21",0.609644846650299,0.738241806490596,""
"390","S19","S22",0.0881045768895057,0.247351485079918,""
"391","S19","S23",0.685148009950257,0.791249922324746,""
"392","S19","S24",0.0361660301413892,0.12692226448402,""
"393","S19","S25",0.0594707946429306,0.197527996492591,""
"394","S19","S26",0.0627336680198106,0.205430673445155,""
"395","S19","S27",0.0154947000513327,0.0655003229442699,""
"396","S19","S28",0.0334865678666609,0.11977887736921,""
"397","S19","S29",0.0235212645096013,0.0885831328292059,""
"398","S19","S30",0.112550144037619,0.288787480500235,""
"399","S19","unknown",0.0146118558741215,0.0630101488804805,""
"400","S20","S21",0.0700566970709585,0.219777148280325,""
"401","S20","S22",0.329673432382328,0.502616872320598,""
"402","S20","S23",0.000595667378233839,0.00355109398562481,"*"
"403","S20","S24",0.316989469704204,0.493465066541934,""
"404","S20","S25",0.0376176551760583,0.129571923384201,""
"405","S20","S26",0.104586448166395,0.274761007894767,""
"406","S20","S27",0.33679834946048,0.509341369475033,""
"407","S20","S28",0.275927778582194,0.467817085954882,""
"408","S20","S29",0.384521603464646,0.545717529981766,""
"409","S20","S30",0.279383125193032,0.469000553121877,""
"410","S20","unknown",0.0864328930492834,0.245068873584858,""
"411","S21","S22",0.255002897397698,0.4460240168661,""
"412","S21","S23",0.327546512346378,0.501016869214031,""
"413","S21","S24",0.130672982878261,0.310014984889752,""
"414","S21","S25",0.199820157779367,0.387151555697524,""
"415","S21","S26",0.206103487525818,0.392779187293054,""
"416","S21","S27",0.0637143758180078,0.206133417995645,""
"417","S21","S28",0.123144551438604,0.299802180203931,""
"418","S21","S29",0.0916546072029684,0.249236212569476,""
"419","S21","S30",0.306574992761607,0.488626277480626,""
"420","S21","unknown",0.0604715381108119,0.199427412918635,""
"421","S22","S23",0.0122950204538054,0.0544493762954239,""
"422","S22","S24",0.652133259529302,0.771608055168258,""
"423","S22","S25",0.967003102582859,0.986088690133836,""
"424","S22","S26",0.963900440431018,0.985085065495436,""
"425","S22","S27",0.291441443598954,0.478771428530197,""
"426","S22","S28",0.621288804217168,0.744585809177792,""
"427","S22","S29",0.456782667608864,0.615663595472817,""
"428","S22","S30",0.891775242704467,0.933953801481029,""
"429","S22","unknown",0.271933031074352,0.464885512682257,""
"430","S23","S24",0.00211562096749273,0.0109145408373711,"*"
"431","S23","S25",0.00450866952550996,0.021177084134971,"*"
"432","S23","S26",0.00525656006847384,0.0244430043184033,"*"
"433","S23","S27",0.000505850100382231,0.00305480904776282,"*"
"434","S23","S28",0.00180915014030342,0.00966959557748378,"*"
"435","S23","S29",0.000985005323857857,0.00551840332040847,"*"
"436","S23","S30",0.019009596661083,0.0759232409809266,""
"437","S23","unknown",0.000462521446186332,0.00282990095364006,"*"
"438","S24","S25",0.480873024119166,0.638874160615463,""
"439","S24","S26",0.54265323302021,0.689436484574857,""
"440","S24","S27",0.241254833442509,0.438216787307682,""
"441","S24","S28",0.956519320868312,0.979694899127236,""
"442","S24","S29",0.614065616918804,0.73974225872343,""
"443","S24","S30",0.554839333758915,0.69547566294439,""
"444","S24","unknown",0.205580491480484,0.392779187293054,""
"445","S25","S26",0.992400986397395,0.996343001183913,""
"446","S25","S27",0.0236221687544549,0.0885831328292059,""
"447","S25","S28",0.411095191288145,0.571046853939735,""
"448","S25","S29",0.147605761951339,0.330412791484331,""
"449","S25","S30",0.833549022686246,0.895150798034883,""
"450","S25","unknown",0.018070541225081,0.0737087865759883,""
"451","S26","S27",0.0773683693998208,0.230026044445971,""
"452","S26","S28",0.486225308815994,0.644144639884437,""
"453","S26","S29",0.242510344187252,0.438783307576157,""
"454","S26","S30",0.836198721645699,0.895927201763249,""
"455","S26","unknown",0.0651203399384562,0.207403822406727,""
"456","S27","S28",0.196363015606695,0.383695126099317,""
"457","S27","S29",0.222956092247897,0.417480840507505,""
"458","S27","S30",0.247899738659132,0.439583776489088,""
"459","S27","unknown",0.322542049879027,0.498279246490856,""
"460","S28","S29",0.617313652151787,0.741733458011837,""
"461","S28","S30",0.526627968617084,0.678343505282394,""
"462","S28","unknown",0.16046259210861,0.343848411661307,""
"463","S29","S30",0.385207463680776,0.545717529981766,""
"464","S29","unknown",0.156699766062709,0.340492482332523,""
"465","S30","unknown",0.231850542362998,0.426268192602488,""
